"Case","Steady_State","Anode_Out_Flow","Anode_Out_H2_mole_frac","Anode_Out_N2_mole_frac","Anode_Out_H2Ovap_mole_frac","Anode_Out_H2Oliq_mole_frac","Anode_Out_RH","Anode_Out_Temperature","Anode_Out_Dew_Temperature","Anode_In_Pressure","Anode_Lambda","Cathode_Out_Flow","Cathode_Out_O2_mole_frac","Cathode_Out_N2_mole_frac","Cathode_Out_H2Ovap_mole_frac","Cathode_Out_H2Oliq_mole_frac","Cathode_Out_RH","Cathode_Out_Temperature","Cathode_Out_Dew_Temperature","Cathode_In_Pressure","Cathode_Lambda","Coolant_Out_Flow","Coolant_Out_Temperature","Coolant_In_Pressure","Membrane_Humidity","Membrane_Water_Content_Average","Hydrogen_Crossover","Oxygen_Crossover","Nitrogen_Crossover","Water_Crossover","Voltage","Voltage_Loss_Activation","Voltage_Loss_Transport","Voltage_Loss_Ohmic","Electrical_Power","Fuel_Power","Fuel_Efficiency"
702,1.0,11.167793,0.22894566,0.006052612,0.051868454,0.7131333,0.9999993,70.270775,70.270775,1.8265859,1.2465482,152.06822,0.1214159,0.68880206,0.18978204,0.0,0.56639105,79.1231,65.41924,1.8287526,2.9513307,197.99251,74.5776,2.9760017,0.5266395,4.4181504,0.005726083,0.045400064,0.015083893,7.7774935,289.13376,52.88519,2.7278984,63.187317,86.74013,171.89636,0.5044517
703,1.0,19.02769,0.33056304,0.1299981,0.07802467,0.4614142,0.9999995,71.692314,71.692314,2.4639266,1.6135602,126.50669,0.10966207,0.6908929,0.19944505,0.0,0.71970373,80.07415,71.87542,2.0332494,2.4711237,197.07295,75.09728,2.395464,0.7375178,6.734481,0.008621403,0.06835602,0.017927434,10.946833,312.1134,50.504097,2.7158818,43.85068,93.634026,172.24364,0.5436258
704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
705,1.0,4.225521,0.79632574,0.09166618,0.11200809,0.0,0.59819543,71.730034,60.350456,1.8877093,1.7620109,165.65033,0.13148233,0.710261,0.15825666,0.0,0.4289756,77.75555,58.457695,1.738036,3.2720134,205.97728,74.645134,2.7055864,0.584034,4.0543885,0.0053303246,0.042262238,0.012784981,-0.36312595,288.69824,52.139458,2.551054,67.00651,86.609474,171.84889,0.5040388
706,1.0,24.888931,0.5511256,0.025546668,0.053318195,0.37000954,0.99999946,55.846214,55.846214,2.2023041,3.18039,183.42519,0.13718547,0.71139884,0.119642384,0.03177329,0.91383797,63.17736,61.376427,2.3391519,3.610304,206.21153,61.507133,2.056773,0.7345564,6.5885324,0.0065385504,0.05184183,0.01728889,14.791691,299.95612,61.593605,1.9289687,53.604565,89.98684,171.99382,0.5236529
707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
709,1.0,33.95192,0.4598487,0.26610422,0.13721013,0.13683695,1.0000001,73.19048,73.19048,2.5610833,2.6327214,118.17161,0.09501531,0.6482881,0.25669664,0.0,0.67716193,77.75301,68.60958,1.5471106,2.2211404,209.43799,74.15649,3.0732288,0.799902,7.696782,0.0070454758,0.055861056,0.0054837996,9.119356,308.00638,58.656796,2.7934444,39.338795,92.40192,172.05461,0.53706306
710,1.0,10.92223,0.6038314,0.03536063,0.25588176,0.1049262,1.0000001,72.41149,72.41149,1.3545468,2.0149727,192.81383,0.13343565,0.6853346,0.18122973,0.0,0.46153542,77.33642,59.921806,1.8132174,3.7080867,198.10129,74.72146,2.662872,0.67244565,5.3915358,0.0043771095,0.034704532,0.01550764,5.4554973,299.845,52.231266,2.419347,52.542423,89.9535,171.73457,0.5238493
711,1.0,34.711483,0.66638356,0.17228699,0.093699224,0.06763025,1.0,62.07064,62.07064,2.5431798,4.529869,160.16454,0.13730866,0.7433554,0.11933598,0.0,0.71646583,70.511894,62.667015,2.281812,3.2555664,196.38211,68.236626,2.4023302,0.84573275,9.091472,0.008031644,0.06368003,0.017404422,7.4447412,320.2768,55.241135,2.335811,37.981846,96.08304,172.1729,0.558071
712,1.0,22.605162,0.40160617,0.09019423,0.103482716,0.40471688,0.9999993,60.901695,60.901695,1.4209023,2.0232613,224.74625,0.1537505,0.74019825,0.10605125,0.0,0.55680895,70.69637,57.437004,2.3281064,4.5278997,197.77412,68.0848,3.0312114,0.6349056,5.1460266,0.0041499804,0.032903712,0.016832454,14.651374,293.54614,54.63515,1.9025418,60.611847,88.063835,171.70732,0.51205933
713,1.0,12.685675,0.78525865,0.021389883,0.14929363,0.044057842,1.0000002,62.8554,62.8554,1.6548465,3.431334,255.3092,0.15495051,0.72456646,0.12048305,0.0,0.46800154,68.51589,51.93078,2.0936239,5.05487,192.33281,68.81634,2.0299377,0.7987396,7.960527,0.005751271,0.04559977,0.017687904,3.4420629,312.21747,56.66926,2.2895148,42.28477,93.66524,171.89938,0.5442454
714,1.0,15.131628,0.4831684,0.014068166,0.0930776,0.40968585,0.9999997,72.34316,72.34316,2.3385963,1.9858817,222.75494,0.14683564,0.7139969,0.13916747,0.0,0.5545229,79.21371,65.006645,2.4437213,4.3740563,193.71751,74.95016,2.2915964,0.6206027,4.7197895,0.008042723,0.06376787,0.02232805,11.884366,307.35187,44.282547,2.0133667,58.356995,92.20556,172.17422,0.53558594
715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
718,1.0,12.964837,0.44268742,0.07764175,0.09654214,0.38312867,0.99999964,63.00036,63.000328,1.6140202,1.6579193,99.81156,0.10296144,0.74565953,0.15137903,0.0,0.65626395,73.61913,63.890068,1.8393666,2.0749185,197.79752,69.84075,2.0782576,0.59286773,5.152187,0.004489016,0.0355918,0.014411141,8.201571,287.06006,59.576633,3.0505207,60.27597,86.11802,171.74799,0.5006513
719,1.0,13.245213,0.3961079,0.04368884,0.051752478,0.50845075,1.0000004,54.7864,54.78643,1.6207324,1.6115658,152.47787,0.13044427,0.7261568,0.14339896,0.0,0.56213236,66.48687,53.900597,1.5944102,3.065924,199.41295,64.41421,2.803705,0.62560755,5.614402,0.004137104,0.032801617,0.009842289,9.417987,280.8929,68.5514,2.7063444,60.543076,84.26787,171.70578,0.48867515
720,1.0,26.188606,0.1591811,0.16615349,0.04526102,0.62940437,1.0000005,58.19268,58.19271,1.7023499,1.3210776,177.81013,0.15122288,0.7763248,0.07245232,0.0,0.4733069,69.76388,53.01281,2.4136705,3.7127964,208.45927,65.488914,2.653474,0.41968247,3.2240217,0.004096194,0.032477256,0.014475172,12.7465105,259.07358,55.624012,1.3337961,93.30275,77.72207,171.70088,0.45300534
721,1.0,25.606586,0.5378946,0.09401003,0.055148214,0.31294712,0.99999964,55.79644,55.79644,2.2852094,2.8451536,64.003075,0.06339259,0.7982987,0.1383087,0.0,0.7915938,65.81194,60.90679,1.6833322,1.4276327,192.5241,61.643578,2.947977,0.74886626,6.683565,0.0058700596,0.0465416,0.01260329,14.645969,286.01065,72.28596,3.288523,54.010277,85.80319,171.91364,0.4991238
722,1.0,22.214062,0.6811736,0.027703641,0.11280077,0.17832196,0.99999994,68.96047,68.96047,2.4158168,3.8423445,244.32397,0.1515128,0.7177866,0.13070057,0.0,0.6245497,75.39977,64.447105,2.5736802,4.8019385,194.67728,72.30761,2.055444,0.751757,7.1676683,0.008996366,0.07132897,0.02447531,13.546342,321.53964,46.98257,2.0066228,43.843163,96.46189,172.2886,0.5596753
723,1.0,16.352776,0.48421258,0.021111986,0.13316421,0.3615112,0.99999964,66.695854,66.69582,1.4793131,2.0653505,159.23793,0.12995256,0.7131992,0.15684822,0.0,0.61778295,76.08572,64.8171,2.0382354,3.158926,193.58391,72.03689,2.4480474,0.64344114,5.346989,0.0047465255,0.037633505,0.01776285,8.627,298.3661,52.82872,2.4593623,55.322834,89.50983,171.77888,0.52111363
724,1.0,28.751072,0.52781254,0.16159087,0.19506715,0.115529455,1.0000001,68.91387,68.91387,1.6280812,2.8232408,140.74626,0.117027536,0.69054234,0.19243012,0.0,0.6366101,75.69851,65.14913,1.7610289,2.7446647,197.01883,72.37731,2.7450364,0.77923936,7.3274045,0.004854025,0.038485825,0.013882386,8.194499,307.26364,56.352116,2.46402,42.007843,92.17909,171.79178,0.53666437
725,1.0,20.868658,0.58499795,0.14690231,0.09760012,0.1704996,1.0,59.536003,59.536003,1.8427335,2.6420326,95.03994,0.1022243,0.7633901,0.1343856,0.0,0.7212475,69.86443,62.174004,1.8726705,2.0096383,199.18462,66.95504,1.8778479,0.7097166,6.489981,0.004926204,0.03905811,0.01394279,7.6611676,295.98093,62.49031,2.8929229,51.371,88.79428,171.80043,0.51673645
726,1.0,23.500977,0.4652148,0.18343268,0.13500002,0.2163525,0.99999994,67.001396,67.001396,1.809163,2.198691,95.227104,0.09947571,0.74995244,0.15057187,0.0,0.72917044,76.61074,69.43267,2.2092066,1.990395,193.23572,72.383446,2.6176865,0.6937888,6.163238,0.0053093242,0.042095732,0.019211108,8.322029,304.40976,52.697674,2.853859,49.392323,91.32293,171.84637,0.53167164
727,1.0,24.762486,0.60963666,0.008793295,0.108499065,0.273071,0.99999976,58.629875,58.629875,1.5691181,3.5662692,108.0357,0.11418967,0.7646495,0.12116084,0.0,0.7595672,70.44454,63.820335,2.2114246,2.273122,194.5516,66.040306,2.5093951,0.6943122,6.1531224,0.0047892765,0.037972458,0.019308187,13.518346,298.6953,58.36749,2.4974291,53.09029,89.60859,171.78401,0.522067
728,1.0,20.723991,0.4886534,0.06117309,0.08797888,0.36219463,0.9999995,61.088036,61.088005,1.7302598,2.2717762,98.22925,0.10643999,0.7684,0.12516002,0.0,0.8099637,70.674644,65.51803,2.2695484,2.0818486,206.7996,66.8966,1.9361985,0.6939905,6.6238585,0.0052599534,0.041704286,0.019179435,14.0684,300.215,58.10909,3.0511148,51.21815,90.0645,171.84045,0.52394366
729,1.0,11.081807,0.5814049,0.03554037,0.15389176,0.22916292,1.0,71.50649,71.50649,1.8049644,2.0028036,213.6615,0.1474859,0.72392607,0.128588,0.0,0.63232696,78.28417,67.34963,2.6818948,4.2398057,196.44563,74.61553,2.0440598,0.7130863,6.829246,0.007116514,0.05642429,0.0276105,5.3231406,320.76004,43.312298,2.463667,44.45426,96.22801,172.06314,0.5592743
730,1.0,17.005924,0.2671886,0.067679,0.02596756,0.6391648,1.0,51.401268,51.401268,1.9781477,1.4106352,114.88402,0.12684874,0.79795843,0.075192854,0.0,0.48866555,63.755028,49.0176,1.8399277,2.47688,198.20006,58.82592,2.320701,0.42080486,3.2311234,0.003973172,0.03150186,0.009738704,11.090006,243.93683,68.09595,1.8976202,100.3239,73.18105,171.68613,0.4264764
731,1.0,13.067771,0.36063084,0.04098396,0.06129814,0.537087,1.0000002,62.442802,62.442802,1.8124481,1.4967437,216.36621,0.14904411,0.72784084,0.12311505,0.0,0.5026377,71.96618,56.49273,2.0885847,4.3126764,194.3243,69.32369,2.0265014,0.5804005,4.8083563,0.0052491343,0.041618507,0.014871794,9.815586,290.4497,55.68919,2.3105943,63.4658,87.13491,171.83916,0.50578475
732,1.0,15.553528,0.5171769,0.08354425,0.08584378,0.31343505,0.99999964,54.09771,54.09771,1.3971658,2.0366895,196.2544,0.14841759,0.7435822,0.1080002,0.0,0.48915088,63.701744,48.985405,1.7832147,3.979579,196.75455,62.67141,2.8836398,0.6348813,5.188632,0.0034037612,0.026987204,0.010473713,8.364855,279.67514,66.557724,2.2487323,64.50852,83.90254,171.61783,0.48820478
733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
734,1.0,20.485035,0.548781,0.02597985,0.08433556,0.34090364,0.99999964,60.343437,60.343407,1.7975862,2.6632926,139.9777,0.13117881,0.7529136,0.11590757,0.0,0.67994773,71.85519,62.943108,2.2972324,2.8860955,198.32318,67.57903,2.1242201,0.62347025,5.3685517,0.0053167264,0.042154424,0.01835011,10.744963,295.27707,55.654503,2.5947418,59.66143,88.583115,171.84727,0.51549673
735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736,1.0,19.18469,0.478266,0.3151717,0.20644136,1.2097492E-4,1.0000002,68.74972,68.74972,1.6226567,1.9162036,203.03717,0.14858936,0.73779964,0.113610975,0.0,0.5917479,75.08047,63.010582,2.5263948,4.0884285,210.93256,72.61477,2.0495672,0.81178266,8.362172,0.0051956982,0.041194834,0.021370152,2.8771327,321.70258,46.85422,2.3719964,38.233307,96.51077,171.83275,0.5615864
737,1.0,11.517466,0.74812824,0.0051578335,0.10406163,0.1426523,0.99999976,62.85839,62.85839,2.0379398,2.932614,273.44012,0.16366076,0.74966156,0.08667768,0.0,0.5507462,70.354515,56.777397,2.7298315,5.521213,206.67448,68.465904,2.7713115,0.7062763,6.2116556,0.007003625,0.055529237,0.02370195,5.943843,312.71365,49.947105,2.1582053,51.10625,93.8141,172.04959,0.54581743
738,1.0,14.495618,0.34942365,0.010874976,0.052788995,0.5869124,1.0,57.757195,57.757195,1.5457245,1.5320636,72.19738,0.07855846,0.7946277,0.12681384,0.0,0.71319014,71.76034,63.855644,2.0504951,1.5917436,198.8566,67.11367,2.69074,0.5069964,4.4297967,0.004033389,0.031979296,0.015737358,11.529607,271.51715,63.04046,3.904464,72.2357,81.45514,171.69334,0.4733735
739,1.0,19.85071,0.64621323,0.07009178,0.17208041,0.11161458,1.0000002,64.39971,64.39971,1.5544993,3.1614397,97.62079,0.100600116,0.7441492,0.15525068,0.0,0.7476231,73.81133,67.10616,2.0004814,2.0283756,208.75667,70.57525,3.0294907,0.7617514,7.362153,0.0049797473,0.039482635,0.019338498,5.498852,306.67743,56.69701,2.8961632,43.743603,92.00323,171.80685,0.5358926
740,1.0,19.04047,0.40271702,0.0294797,0.028579103,0.53922415,1.0000007,51.789116,51.789146,2.330803,1.7867059,173.93672,0.14370248,0.75023365,0.09258933,0.013474537,0.9446691,60.22445,58.86062,2.4758193,3.5514262,206.76788,59.14254,2.1090543,0.6932466,5.991869,0.0062806434,0.049796972,0.016786188,14.58571,292.73468,63.34518,1.92495,60.69835,87.820404,171.96288,0.5117154
741,0.0,21.154636,0.6093913,0.025081674,0.07438293,0.2911441,0.99999976,61.85195,61.85195,2.3016858,3.171154,84.45901,0.090100154,0.7627185,0.14718132,0.0,0.7863195,71.88348,66.210625,1.9360036,1.7942072,197.86632,67.98528,2.7597651,0.7068861,6.3344674,0.0068887975,0.054618813,0.017065534,13.962183,298.32117,61.222923,2.9474084,51.713364,89.496346,172.03583,0.5268919
742,1.0,21.573141,0.64531845,0.08694175,0.1921075,0.075632304,1.0000002,67.26641,67.26641,1.6311604,3.24878,308.71103,0.15758821,0.70914805,0.1332637,0.0,0.434536,70.459496,52.011314,2.3270772,6.00861,191.70451,71.50738,1.9933109,0.7612686,7.411725,0.0055620014,0.04409912,0.018811071,8.228013,314.28177,51.119884,2.1338918,43.387585,94.28454,171.87668,0.5481937
743,1.0,11.4546175,0.832443,0.03589858,0.1316584,0.0,0.8168904,69.34078,64.38488,2.0590408,3.6518497,127.201355,0.109296165,0.68717015,0.20353366,0.0,0.5655629,76.12365,62.94265,1.5559725,2.4788105,204.00298,73.20208,2.4305322,0.73996615,6.1373997,0.006513395,0.051642377,0.013714952,0.6184943,302.79413,57.97805,2.8172235,47.45575,90.83824,171.9908,0.5280835
744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
745,1.0,15.939285,0.39301014,0.0030427289,0.024472984,0.57947415,0.9999997,50.013695,50.013695,2.2658246,1.723069,262.3679,0.17004581,0.7812428,0.048711438,0.0,0.43101853,61.470116,44.353386,2.5852795,5.448797,193.67064,58.725945,2.1508331,0.48464954,3.486817,0.0049033645,0.03887702,0.013622449,12.110524,260.91397,61.38643,1.5529584,94.73304,78.274185,171.79768,0.45622912
746,1.0,17.442781,0.69144166,0.034575436,0.13917235,0.13481057,1.0000001,70.87606,70.87606,2.2212837,3.3097236,156.14354,0.12528157,0.69884914,0.1758693,0.0,0.6453427,76.51162,66.21853,1.9664874,3.052443,208.3236,73.2203,2.0243948,0.761662,6.94886,0.007811952,0.06193817,0.01889129,8.273991,314.07257,52.21645,2.396306,43.402317,94.22177,172.14655,0.54733866
747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
748,1.0,23.592354,0.74312615,0.057324715,0.092266954,0.10728216,1.0,52.913383,52.913383,1.7359804,4.690946,175.71329,0.14772306,0.764505,0.08777193,0.0,0.65095985,64.37328,55.04943,2.2506335,3.6334543,201.6297,62.965477,2.1678176,0.76771516,7.2886877,0.005056276,0.040089406,0.017172681,7.3980536,304.28064,61.35962,2.1966774,48.525463,91.284195,171.81602,0.53134406
749,1.0,8.66491,0.45838666,0.05201189,0.11685917,0.3727423,0.9999997,62.587578,62.587547,1.3106227,1.472025,166.0041,0.13278891,0.7150083,0.15220279,0.0,0.57455975,70.99026,58.553276,1.7693789,3.2962122,208.00633,68.90182,2.47455,0.66657007,6.6168976,0.004056358,0.03216141,0.013592204,5.019809,296.22836,60.585064,2.7805347,49.96453,88.86851,171.6961,0.51643324
750,1.0,14.616007,0.4393177,0.12495212,0.108244956,0.32748523,0.99999976,65.68929,65.68929,1.7429903,1.7322546,92.00601,0.09916389,0.76402104,0.13681509,0.0,0.70383507,76.35766,68.232475,2.297184,1.9494752,192.7586,72.12325,1.8299409,0.6068619,5.6081176,0.005249048,0.041617826,0.019992847,7.77337,298.2046,52.92618,3.2332804,55.49658,89.46138,171.83916,0.5202122
751,0.0,11.903401,0.68766177,0.0538797,0.13635018,0.12210836,1.0000001,61.578392,61.578392,1.555577,2.5467548,131.89215,0.10910838,0.674526,0.21636562,0.0,0.69948816,70.26742,61.937737,1.4737812,2.5367372,204.88934,68.25347,3.0737653,0.81735224,9.018147,0.0049710427,0.03941362,0.011637384,-0.08867097,302.2412,66.213524,3.1240933,39.072956,90.67236,171.8058,0.528113
752,1.0,31.409277,0.62724215,0.05655731,0.08939131,0.22680923,1.0,57.88201,57.88201,1.9717894,4.23473,184.98447,0.14708045,0.7506722,0.102247335,0.0,0.74755675,68.80764,62.109734,2.5923064,3.774374,210.5134,65.83544,2.1780496,0.7730053,7.613182,0.0065609394,0.052019343,0.022134209,12.937117,312.93237,54.792767,2.1865118,45.521477,93.87971,171.9965,0.54604787
753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
754,1.0,36.903492,0.37943003,0.19673522,0.08535895,0.33847582,0.9999995,57.95455,57.95455,1.7303714,2.4036152,152.71407,0.12742002,0.71309966,0.13517074,0.024309594,0.9461408,68.07345,66.68398,2.3939018,3.032601,191.91246,63.371605,2.4886138,0.77144486,7.8076553,0.005264527,0.041740555,0.018069783,13.547251,305.5466,58.4495,2.4308863,45.436268,91.66399,171.841,0.5335019
755,1.0,12.5837345,0.6780764,0.007952162,0.16667853,0.14729293,0.99999994,65.32339,65.32339,1.472243,2.579582,118.837296,0.115002826,0.73381424,0.15118295,0.0,0.5995056,73.3547,61.792503,1.768851,2.4262345,204.63087,70.29415,2.3783004,0.6929997,5.88799,0.004592226,0.036410116,0.015690528,7.9640937,296.81174,58.61273,2.5607653,52.299633,89.043526,171.76038,0.5182743
756,1.0,5.1779537,0.41756633,0.17517829,0.11558042,0.29167497,0.9999997,69.34023,69.34023,1.9122165,1.1821606,122.494835,0.11226886,0.71211576,0.17561537,0.0,0.72835,77.63207,70.32873,2.0765564,2.4469457,196.22672,74.0624,1.7178347,0.69881,7.3192577,0.0064980676,0.051520854,0.018849498,1.5864989,311.87122,51.82295,3.1542158,43.090862,93.56136,171.98895,0.54390997
757,1.0,13.541807,0.8131632,0.076073796,0.110763006,0.0,0.8799739,62.142662,59.64144,1.9765705,3.6793249,138.96764,0.11871345,0.7016421,0.17964445,0.0,0.63069606,70.80178,60.48913,1.5874238,2.737093,200.86082,69.42034,2.7202382,0.8441006,8.500935,0.0063182153,0.05009487,0.013092793,-1.088909,309.00745,62.56415,2.7461183,38.735806,92.70223,171.96739,0.5383238
758,1.0,49.06316,0.5915503,0.21358146,0.14008415,0.05478409,1.0000004,61.119286,61.119286,1.9919068,4.7865887,152.80083,0.13751915,0.7559993,0.10648149,0.0,0.694182,70.51733,62.038383,2.4087546,3.1478028,198.61337,68.22802,2.906457,0.8412682,9.061868,0.006125405,0.048566144,0.019402927,11.134226,319.44293,53.856476,2.0365183,38.001625,95.83288,171.94426,0.5572311
759,1.0,13.845742,0.3486177,0.04208373,0.066418655,0.5428799,1.0000004,62.639397,62.639397,1.6856762,1.5200925,169.41273,0.13740844,0.7298253,0.13276623,0.0,0.6282024,73.54055,62.894554,2.1717935,3.4039059,198.23466,70.03237,2.325971,0.61037195,5.9718604,0.0053242054,0.04221372,0.017205972,9.942827,298.94952,54.907314,2.7413561,54.366962,89.68486,171.84816,0.5204987
760,0.0,7.8154078,0.84538186,0.007851546,0.10137044,0.04539613,0.9999994,64.20403,64.204,2.4216106,2.9321811,116.699814,0.10568535,0.68682617,0.2074885,0.0,0.73617655,71.609215,64.39089,1.5559891,2.281939,202.04402,68.357445,2.4981046,0.8580459,9.438059,0.008839236,0.07008314,0.014908566,0.23948602,311.55273,63.108803,2.9842255,36.74532,93.46582,172.26976,0.5380703
761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
762,1.0,15.047158,0.4018921,0.016586171,0.11799771,0.463524,0.9999994,69.95348,69.95345,1.5454656,1.6956357,79.09679,0.077966325,0.73904634,0.18298735,0.0,0.6858954,79.52697,70.48702,1.9178622,1.6548842,192.29536,74.21755,2.0713267,0.5952504,4.8944473,0.0048287865,0.03828572,0.018376961,11.190327,290.07013,54.80978,3.3314617,58.667233,87.02104,171.78874,0.50653285
763,0.0,10.083732,0.6120224,0.1279871,0.103425235,0.15656528,0.9999993,67.110405,67.110405,2.3690767,1.9222562,90.54872,0.073901825,0.64549637,0.2806018,0.0,0.7246148,74.68218,67.25048,1.321295,1.7274514,195.35445,70.90139,2.1451142,0.747181,7.1079555,0.007057267,0.055954542,0.008678253,1.5921015,295.04697,66.63287,3.7449157,45.26682,88.51409,172.05603,0.5274221
764,1.0,16.117044,0.5103913,0.27851447,0.14927043,0.061823826,1.0000001,65.482475,65.482475,1.7898849,1.9154902,206.8951,0.14127845,0.704223,0.1544986,0.0,0.5814344,71.3102,59.247612,1.9446229,4.0407677,204.46638,70.112206,3.0215552,0.8432152,8.982221,0.0053104544,0.042104695,0.012676984,0.9579442,314.4735,56.463497,2.5140917,37.23031,94.34205,171.84651,0.54850966
765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
766,0.0,34.629456,0.59633464,0.18549415,0.14888828,0.06928296,1.0000001,67.1708,67.1708,2.0863817,3.790393,145.4319,0.12026199,0.69576573,0.18397225,0.0,0.6053423,73.603386,62.199455,1.6766056,2.839539,196.58978,71.115685,2.2667344,0.8092573,8.277851,0.0060820174,0.04822214,0.010643953,9.381806,309.59924,59.363983,2.421804,39.43124,92.87977,171.93906,0.54103905
767,1.0,18.341127,0.34494674,0.25246796,0.18031327,0.22227204,0.99999994,69.01156,69.01156,1.4438232,1.5636737,215.79012,0.14433059,0.70888084,0.14678857,0.0,0.48595065,74.41299,58.2752,2.0095882,4.232484,204.47948,72.13543,2.0577767,0.66288865,5.2641935,0.0038453576,0.030488465,0.013329165,6.4327836,296.831,52.580685,2.1931798,55.31072,89.04929,171.67079,0.51879954
768,1.0,12.232813,0.39098424,0.008102435,0.049035918,0.5518774,1.0,56.021263,56.021263,1.6506006,1.5694696,131.11592,0.12246173,0.7345677,0.14297058,0.0,0.6181324,67.80544,57.119072,1.63151,2.6691418,207.09027,63.730156,2.6238217,0.51364446,5.097947,0.0041924627,0.033240538,0.010263457,7.2929807,273.3662,67.76275,3.5079331,67.5965,82.00986,171.71242,0.47712213
769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
770,1.0,31.68273,0.61800987,0.17711513,0.09439348,0.11048151,1.0000001,63.830467,63.830467,2.5571873,3.745502,226.07039,0.1445966,0.7023046,0.15309878,0.0,0.5380975,68.49926,54.643852,1.9175917,4.39211,208.77554,68.16122,2.2145336,0.8125449,8.237487,0.007489389,0.059380684,0.010850509,8.519001,312.519,59.07609,2.1828475,40.864365,93.75571,172.10786,0.5443984
