"Case","Case_Number","Anode_In_Flow","Anode_In_H2_mole_frac","Anode_In_N2_mole_frac","Anode_In_H2Ovap_mole_frac","Anode_In_H2Oliq_mole_frac","Anode_In_Dew_Temperature","Cathode_In_Flow","Cathode_In_O2_mole_frca","Cathode_In_N2_mole_frac","Cathode_In_H2Ovap_mole_frac","Cathode_In_H2Oliq_mole_frac","Cathode_In_Dew_Temperature","Coolant_In_Flow"
365,4.0,4.4166503,0.7914605,0.072416075,0.1361234,0.0,58.091972,75.11277,0.19302234,0.72410226,0.08287542,0.0,56.547142,132.09694
366,4.0,4.434479,0.8681819,0.003819316,0.12799883,0.0,62.79757,110.08503,0.19277541,0.72317594,0.08404865,0.0,55.604576,130.98874
367,4.0,3.405827,0.89795625,0.06117888,0.040864844,0.0,44.880913,140.4231,0.18767649,0.70404786,0.108275674,0.0,61.85427,135.58823
368,4.0,2.7302458,0.84551525,0.029275892,0.12520884,0.0,59.40316,58.043926,0.18067247,0.67777306,0.14155446,0.0,65.99456,126.27913
369,4.0,5.63196,0.8807835,0.04958897,0.06962753,0.0,47.85479,56.915607,0.20361929,0.7638556,0.03252516,0.0,37.900475,134.69794
370,4.0,6.492966,0.7350428,0.10032625,0.16463095,0.0,63.074272,45.023357,0.18876411,0.708128,0.103107914,0.0,54.713585,123.05886
371,4.0,1.979813,0.8831708,0.04535521,0.07147398,0.0,54.046867,103.98503,0.18628104,0.698813,0.11490596,0.0,55.67016,127.09588
372,4.0,2.4289246,0.8379381,0.0039299796,0.15813196,0.0,67.43542,79.2205,0.17611456,0.6606745,0.16321091,0.0,64.89974,127.05179
373,4.0,4.747077,0.7932703,0.12011069,0.086619034,0.0,60.794,68.02334,0.1714118,0.6430326,0.18555558,0.0,71.93557,126.18604
374,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
375,4.0,3.0005472,0.88660884,0.043895334,0.06949582,0.0,50.666405,81.93651,0.19968948,0.74911326,0.05119724,0.0,39.70809,135.33607
376,4.0,5.765696,0.8541992,0.026339956,0.11946088,0.0,65.07049,98.42233,0.17093982,0.6412621,0.18779808,0.0,73.41122,135.1222
377,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
378,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
379,4.0,13.128097,0.68113595,0.24517056,0.07369348,0.0,57.174095,62.93501,0.16003135,0.6003402,0.23962848,0.0,70.34173,138.6626
380,4.0,3.4367826,0.87927854,0.026246607,0.094474845,0.0,49.664513,98.43042,0.17624132,0.66115004,0.16260862,0.0,62.534386,127.42284
381,4.0,14.333432,0.7883495,0.15917444,0.052476082,0.0,50.07006,83.119064,0.19469458,0.73037547,0.07492995,0.0,54.114098,125.66926
382,4.0,4.6995416,0.8366957,0.094821945,0.068482384,0.0,43.430717,119.00935,0.18217169,0.6833972,0.13443114,0.0,65.56283,126.784225
383,4.0,5.3262157,0.8898058,0.017035643,0.09315858,0.0,52.807854,128.67929,0.19172972,0.7192531,0.089017145,0.0,51.884636,121.680176
384,4.0,2.3276434,0.93929166,0.013048011,0.04766036,0.0,47.248924,116.619606,0.1787168,0.6704365,0.15084669,0.0,70.07647,122.845505
385,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
386,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
387,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
388,4.0,3.0982628,0.8790071,0.06267498,0.0583179,0.0,43.71514,53.31188,0.19218878,0.7209753,0.086835936,0.0,53.238304,126.913574
389,4.0,2.6493318,0.8886515,0.037022483,0.074326046,0.0,48.60601,80.253784,0.18273385,0.6855061,0.13176006,0.0,56.188835,128.40652
390,4.0,7.447248,0.6130929,0.16306016,0.22384696,0.0,73.03811,94.577034,0.1944462,0.7294437,0.07611008,0.0,55.508263,137.35324
391,4.0,6.189324,0.8593466,0.0977202,0.042933162,0.0,44.44213,38.620945,0.1762781,0.661288,0.16243386,0.0,65.06042,121.610115
392,4.0,5.031607,0.92910624,0.027737183,0.043156553,0.0,45.585136,128.24236,0.17808236,0.66805655,0.15386108,0.0,71.31661,123.8446
393,4.0,4.5749483,0.80743366,0.017814713,0.17475161,0.0,63.79525,83.23457,0.1828376,0.6858953,0.1312671,0.0,63.176537,122.6935
394,4.0,10.986682,0.7219096,0.14488639,0.13320406,0.0,59.737877,73.768456,0.17588156,0.6598005,0.1643179,0.0,64.45095,126.28011
395,4.0,7.3189116,0.81438214,0.12852478,0.057093084,0.0,45.67913,50.657776,0.1987354,0.7455342,0.05573042,0.0,45.322197,128.39984
396,4.0,8.300298,0.738544,0.16095218,0.10050383,0.0,56.307,51.082363,0.19320984,0.72480565,0.08198449,0.0,56.454063,122.41819
397,4.0,6.3301263,0.84629875,0.008535856,0.14516538,0.0,60.44433,60.08295,0.1837724,0.6894021,0.12682547,0.0,65.783226,123.59011
398,4.0,4.041466,0.8896232,0.06301262,0.047364153,0.0,40.72921,55.460644,0.18183792,0.6821451,0.13601698,0.0,68.427055,135.87302
399,4.0,3.5749674,0.86525315,0.025833303,0.10891354,0.0,58.674553,108.78574,0.19247834,0.72206146,0.08546018,0.0,60.410454,125.75984
400,4.0,3.689581,0.80021954,0.062064882,0.13771561,0.0,65.838524,62.281036,0.19906613,0.74677485,0.054158986,0.0,43.889305,127.20079
401,4.0,2.3592029,0.9004288,0.0348817,0.06468954,0.0,48.173393,112.39631,0.18440872,0.6917892,0.12380204,0.0,60.805748,123.374115
402,4.0,4.313413,0.85187006,0.07104929,0.07708063,0.0,45.773155,101.61002,0.19093616,0.71627617,0.09278767,0.0,50.77218,125.91316
403,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404,4.0,5.5844116,0.8249116,0.024137884,0.15095054,0.0,64.86938,74.668785,0.19006573,0.71301085,0.09692344,0.0,60.556664,127.35326
405,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
406,4.0,8.851178,0.70275164,0.2258064,0.07144196,0.0,47.384422,102.26098,0.20092939,0.7537647,0.04530595,0.0,46.026756,140.39142
407,4.0,3.4990156,0.93393666,0.003917486,0.062145833,0.0,49.755455,139.00584,0.1983718,0.7441702,0.057458036,0.0,51.042625,135.9394
408,4.0,2.2049155,0.9043778,0.009786285,0.08583591,0.0,50.50506,41.18168,0.19061212,0.7150606,0.09432731,0.0,58.25512,127.77144
409,4.0,7.8831544,0.79542357,0.05868767,0.14588873,0.0,60.549095,50.866093,0.20053178,0.7522731,0.047195125,0.0,43.405388,138.04753
410,4.0,2.9936078,0.89679754,0.030879484,0.07232299,0.0,55.483543,93.58754,0.18329385,0.6876069,0.1290993,0.0,67.32613,135.74484
411,4.0,4.5336394,0.91033816,0.02541784,0.06424398,0.0,52.3034,48.557697,0.17734814,0.66530216,0.15734969,0.0,67.88708,126.91869
412,4.0,7.373573,0.83560973,0.07810085,0.08628938,0.0,50.55419,157.77168,0.17639534,0.6617279,0.16187677,0.0,64.998375,121.01034
413,4.0,6.1247716,0.87891924,0.02735836,0.0937224,0.0,58.034813,63.203785,0.1937896,0.7269805,0.07922987,0.0,46.629112,133.39407
414,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
415,4.0,2.6709986,0.8858879,0.0025939161,0.11151817,0.0,64.072105,136.53778,0.19957162,0.7486712,0.0517572,0.0,47.9078,122.6841
416,4.0,5.289018,0.8916708,0.030914705,0.07741446,0.0,55.31301,81.49906,0.17896467,0.6713664,0.1496689,0.0,65.067314,137.60074
417,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418,4.0,8.808233,0.8624549,0.052176066,0.08536902,0.0,51.17974,90.87268,0.20096648,0.7539038,0.045129735,0.0,43.774223,130.85793
419,4.0,2.5320935,0.8811185,0.032959003,0.08592253,0.0,47.317314,84.81452,0.18930121,0.71014285,0.10055596,0.0,53.07894,137.2138
420,4.0,4.135195,0.8368113,0.10073941,0.062449273,0.0,46.70278,49.201305,0.19869041,0.7453654,0.05594419,0.0,49.95632,121.92411
421,4.0,6.725746,0.77442634,0.03667814,0.18889551,0.0,66.95031,65.20484,0.19001865,0.71283424,0.097147085,0.0,49.0812,134.15929
422,4.0,9.941693,0.8086176,0.055518236,0.13586414,0.0,63.461113,98.27393,0.18750404,0.7034009,0.10909506,0.0,64.8995,139.5814
423,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
424,4.0,12.381056,0.6472442,0.19645514,0.15630063,0.0,64.15319,82.43353,0.17347583,0.6507756,0.17574854,0.0,73.79537,120.89893
425,4.0,3.0202732,0.93947065,0.0065989834,0.053930398,0.0,40.429802,62.702255,0.18964809,0.71144414,0.09890779,0.0,54.398216,133.87218
426,4.0,2.5110564,0.85964155,0.06745126,0.0729072,0.0,51.92858,61.360397,0.20081481,0.7533348,0.04585036,0.0,43.1336,125.576965
427,4.0,8.021508,0.8345053,0.056731988,0.10876268,0.0,60.32067,68.23977,0.201947,0.7575821,0.040470853,0.0,34.261192,130.25273
428,4.0,19.667263,0.72273964,0.20663966,0.070620716,0.0,48.82299,81.27563,0.19083053,0.7158799,0.09328958,0.0,60.661522,127.94071
429,4.0,2.683043,0.87453246,0.036140747,0.08932679,0.0,52.78341,88.99185,0.1856856,0.6965793,0.11773513,0.0,62.372917,127.25675
430,4.0,4.2168436,0.90143365,0.005331316,0.09323501,0.0,61.840965,57.72818,0.19662477,0.73761636,0.06575888,0.0,43.558067,131.44763
431,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432,4.0,2.6401455,0.8904367,0.014977762,0.0945855,0.0,52.135124,44.445087,0.17926453,0.6724913,0.14824414,0.0,66.263145,121.34013
433,4.0,5.0668883,0.803842,0.08128161,0.114876375,0.0,65.96392,45.47392,0.18417622,0.69091696,0.124906816,0.0,52.777245,124.653885
434,4.0,8.285081,0.7005224,0.18250732,0.11697027,0.0,60.015648,103.22668,0.19155395,0.7185938,0.08985229,0.0,52.022514,133.85875
435,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
436,4.0,13.381786,0.7628629,0.17541762,0.061719473,0.0,48.866417,76.70762,0.1734672,0.6507433,0.1757895,0.0,64.189964,125.88854
437,4.0,6.658834,0.71543413,0.19465509,0.089910805,0.0,49.846275,110.40758,0.18300961,0.6865406,0.1304498,0.0,60.579247,133.73096
438,4.0,3.19937,0.8260382,0.0059494115,0.1680124,0.0,66.123924,68.502655,0.19109769,0.7168821,0.09202018,0.0,50.75335,136.14168
439,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,4.0,12.290203,0.77960956,0.16418387,0.056206543,0.0,51.55355,116.59272,0.17538491,0.65793735,0.16667777,0.0,63.210625,138.00406
441,5.0,3.9021568,0.8329649,0.053221453,0.11381365,0.0,62.987877,83.12019,0.19397864,0.7276897,0.07833166,0.0,51.83352,149.27573
442,5.0,8.443215,0.80350846,0.120429195,0.07606237,0.0,58.68432,49.07721,0.16170421,0.6066157,0.23168008,0.0,70.75262,163.92963
443,5.0,10.007381,0.7868418,0.150368,0.06279021,0.0,49.727196,64.11426,0.20506786,0.7692897,0.02564244,0.0,32.779686,147.9471
444,5.0,3.0550647,0.92695165,0.009831155,0.06321721,0.0,52.7228,55.580612,0.19534549,0.7328173,0.07183723,0.0,52.003593,159.39436
445,5.0,3.2960627,0.9228586,0.0020887237,0.07505271,0.0,56.07177,70.72845,0.18766314,0.7039978,0.108339086,0.0,56.774864,155.03806
446,5.0,5.405383,0.77364314,0.10214558,0.12421128,0.0,59.801414,42.96305,0.19766806,0.7415302,0.060801763,0.0,41.79235,154.14125
447,5.0,3.2617013,0.9059502,0.0021550804,0.0918947,0.0,55.49346,101.76803,0.19190021,0.7198927,0.08820708,0.0,57.740562,149.17238
448,5.0,8.423439,0.7055317,0.15992142,0.13454686,0.0,70.11288,66.592186,0.18891773,0.70870423,0.10237807,0.0,61.796776,148.70212
449,5.0,10.807575,0.8842979,0.046811856,0.06889025,0.0,50.981987,97.89146,0.193512,0.72593915,0.080548875,0.0,55.750755,161.47035
450,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
451,5.0,6.1881905,0.84966403,0.047616735,0.10271922,0.0,56.499565,119.956215,0.17503057,0.6566081,0.16836132,0.0,65.58492,154.73329
452,5.0,3.784205,0.89420813,0.029540895,0.07625096,0.0,52.126457,120.02541,0.19751023,0.74093807,0.061551716,0.0,50.2676,153.5155
453,5.0,6.3360577,0.80543244,0.02417818,0.17038937,0.0,67.14486,171.53902,0.18214141,0.6832836,0.13457498,0.0,64.98293,162.79434
454,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456,5.0,5.2880173,0.84200644,0.09773022,0.06026335,0.0,49.45394,140.43257,0.16401017,0.61526626,0.22072355,0.0,72.98913,153.63629
457,5.0,20.715088,0.67665297,0.1725878,0.15075924,0.0,65.746605,103.690765,0.19031224,0.71393555,0.09575218,0.0,50.536217,149.51097
458,5.0,15.503375,0.81936103,0.08650577,0.0941332,0.0,62.62371,51.10754,0.19359784,0.72626114,0.08014101,0.0,55.461113,152.00992
459,5.0,5.493418,0.8671795,0.09242738,0.040393095,0.0,45.563805,57.85961,0.19585979,0.73474663,0.069393575,0.0,52.70852,155.96309
460,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,5.0,11.473986,0.6880678,0.21121252,0.1007197,0.0,54.549248,156.93437,0.19183818,0.71966,0.08850188,0.0,51.567314,157.77478
462,5.0,3.1972451,0.85278845,0.012231055,0.1349805,0.0,63.488304,64.1164,0.20076214,0.75313723,0.046100613,0.0,41.83111,161.9445
463,5.0,8.856503,0.85877675,0.008059688,0.13316356,0.0,63.839104,130.44476,0.19750273,0.74090993,0.061587326,0.0,52.539696,145.5491
464,5.0,4.9100976,0.8496718,0.10014005,0.050188202,0.0,47.420464,84.811424,0.20119609,0.75476515,0.04403876,0.0,44.43096,156.94415
465,5.0,4.448583,0.84700847,0.02670469,0.12628683,0.0,59.734184,48.945335,0.19744258,0.7406843,0.061873157,0.0,44.458336,163.32272
466,5.0,7.8227744,0.9060431,0.009642773,0.08431411,0.0,59.932487,65.64708,0.14474675,0.54300165,0.31225163,0.0,75.312584,159.35269
467,5.0,4.9712152,0.85760945,0.010529023,0.13186151,0.0,59.239677,183.73224,0.1947343,0.7305245,0.07474121,0.0,56.440178,144.28296
468,5.0,2.2041354,0.93171144,0.025432574,0.042856004,0.0,42.928185,111.044785,0.17380324,0.6520039,0.17419289,0.0,68.579155,157.62904
469,5.0,17.622784,0.75581664,0.17831887,0.06586448,0.0,49.84771,199.09464,0.18164071,0.6814053,0.13695398,0.0,68.62948,149.1617
470,5.0,10.659817,0.816028,0.07422898,0.10974301,0.0,60.6119,130.96234,0.19160397,0.7187814,0.0896146,0.0,50.95205,154.61458
471,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
472,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
473,5.0,24.06724,0.6979372,0.27627897,0.025783844,0.0,37.83996,111.81979,0.18131667,0.68018967,0.13849364,0.0,60.715324,147.21687
474,5.0,3.6519725,0.8448121,0.088555954,0.06663193,0.0,52.256737,60.543697,0.17139737,0.64297855,0.18562408,0.0,65.837975,157.94254
475,5.0,5.889423,0.7934557,0.07259862,0.13394566,0.0,58.088585,100.14351,0.19347772,0.7258106,0.080711715,0.0,56.54888,155.35103
476,5.0,5.912688,0.8707127,0.0038304497,0.12545685,0.0,62.797264,146.77461,0.19362368,0.7263581,0.080018215,0.0,55.60531,154.24335
477,5.0,4.541216,0.89776194,0.06116564,0.041072436,0.0,44.88024,187.2278,0.18965419,0.711467,0.09887881,0.0,61.854485,158.84247
478,5.0,3.6403291,0.84697,0.029326264,0.12370369,0.0,59.40316,77.39188,0.18132257,0.68021184,0.1384656,0.0,65.99456,149.53287
479,5.0,7.5092854,0.88222194,0.049669955,0.068108134,0.0,47.85479,75.88755,0.20374759,0.7643368,0.03191558,0.0,37.900505,157.95184
480,5.0,8.657629,0.7380759,0.10074024,0.16118386,0.0,63.073204,60.02253,0.18930404,0.71015346,0.100542516,0.0,54.71679,146.31317
481,5.0,2.6397495,0.8838159,0.045388333,0.070795774,0.0,54.046867,138.6452,0.18808489,0.7055799,0.10633522,0.0,55.670403,150.3503
482,5.0,3.2385664,0.8390282,0.003935092,0.15703675,0.0,67.43539,105.62735,0.17783931,0.6671448,0.15501595,0.0,64.89974,150.3054
483,5.0,6.329432,0.7938796,0.12020296,0.08591738,0.0,60.794,90.697754,0.17265186,0.6476846,0.17966355,0.0,71.93557,149.44023
484,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,5.0,4.0007296,0.8870379,0.043916576,0.06904553,0.0,50.666405,109.248695,0.20038942,0.751739,0.04787155,0.0,39.70809,158.58989
486,5.0,7.6874776,0.8560052,0.026395645,0.11759917,0.0,65.07079,131.22961,0.17270869,0.6478978,0.17939353,0.0,73.41125,158.37675
487,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
488,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489,5.0,17.504126,0.68221205,0.2455579,0.072230026,0.0,57.174095,83.913376,0.16246518,0.6094704,0.22806437,0.0,70.34173,161.91605
490,5.0,4.582377,0.88074505,0.026290381,0.09296459,0.0,49.664513,131.2406,0.17913546,0.67200714,0.14885738,0.0,62.534386,150.67673
491,5.0,19.11118,0.7893739,0.15938127,0.051244855,0.0,50.07012,110.826546,0.19518568,0.7322177,0.07259659,0.0,54.113823,148.92351
492,5.0,6.266052,0.83879346,0.095059685,0.06614687,0.0,43.430717,158.67818,0.18367621,0.68904126,0.12728252,0.0,65.56295,150.03783
493,5.0,7.10162,0.8915085,0.017068243,0.09142326,0.0,52.807854,171.57224,0.1936124,0.72631574,0.08007186,0.0,51.884666,144.93477
494,5.0,3.103535,0.939954,0.013057212,0.0469888,0.0,47.248924,155.49239,0.1803375,0.6765165,0.14314604,0.0,70.07644,146.09981
495,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
497,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498,5.0,4.131017,0.8797603,0.06272869,0.05751096,0.0,43.71514,71.08255,0.19262286,0.7226036,0.08477355,0.0,53.238304,150.1681
499,5.0,3.5324128,0.88935393,0.03705175,0.07359433,0.0,48.606194,107.01883,0.18460768,0.6925356,0.122856736,0.0,56.18621,151.66043
500,5.0,9.929665,0.6162944,0.16391166,0.21979393,0.0,73.03811,126.10275,0.1949613,0.73137605,0.07366267,0.0,55.508263,160.6072
501,5.0,8.252432,0.8599167,0.097785026,0.042298265,0.0,44.44213,51.494602,0.17682588,0.66334295,0.15983115,0.0,65.06042,144.86389
502,5.0,6.708811,0.9298103,0.0277582,0.04243154,0.0,45.585136,170.98967,0.17980899,0.67453384,0.1456572,0.0,71.31664,147.09915
503,5.0,6.099932,0.81052244,0.017882861,0.17159471,0.0,63.79525,110.979355,0.1839781,0.69017375,0.12584813,0.0,63.176537,145.94766
504,5.0,14.648495,0.7249815,0.14550291,0.1295156,0.0,59.738853,98.357475,0.17747173,0.6657658,0.15676248,0.0,64.450066,149.53397
505,5.0,9.758549,0.8152259,0.12865795,0.056116138,0.0,45.67913,67.54367,0.19897646,0.74643844,0.054585088,0.0,45.322197,151.65457
506,5.0,11.067062,0.7401238,0.16129647,0.098579735,0.0,56.307,68.10983,0.19347073,0.72578436,0.08074491,0.0,56.454033,145.67218
507,5.0,8.440167,0.85132897,0.008586591,0.14008446,0.0,60.44433,80.11058,0.18425229,0.69120234,0.12454537,0.0,65.783226,146.84427
508,5.0,5.3886213,0.890539,0.063077495,0.04638351,0.0,40.72921,73.94747,0.18226373,0.6837425,0.13399374,0.0,68.427086,159.12766
509,5.0,4.7663836,0.8665698,0.025872614,0.10755759,0.0,58.676567,145.06265,0.1931039,0.72440815,0.08248795,0.0,60.408775,149.01437
510,5.0,4.919447,0.801382,0.062155046,0.13646296,0.0,65.83846,83.04143,0.19938588,0.7479744,0.052639715,0.0,43.889305,150.45514
511,5.0,3.145606,0.90090775,0.034900256,0.064191975,0.0,48.173363,149.86176,0.18624023,0.6986599,0.11509987,0.0,60.805748,146.62871
512,5.0,5.7512174,0.85347575,0.071183205,0.07534106,0.0,45.773155,135.47926,0.19248483,0.72208583,0.08542934,0.0,50.77227,149.16696
513,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
514,5.0,7.445885,0.8280011,0.024228286,0.14777064,0.0,64.86935,99.55838,0.19056174,0.7148716,0.09456667,0.0,60.556664,150.60776
515,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
516,5.0,11.801571,0.70380884,0.22614609,0.070045084,0.0,47.384422,136.34795,0.20128058,0.75508213,0.043637287,0.0,46.026756,163.64587
517,5.0,4.665362,0.9345044,0.003919868,0.061575714,0.0,49.755424,185.33517,0.1990564,0.7467384,0.05420524,0.0,51.043205,159.19324
518,5.0,2.93989,0.9055013,0.009798442,0.084700264,0.0,50.505028,54.908848,0.19084851,0.7159474,0.09320408,0.0,58.25515,151.02542
519,5.0,10.510866,0.7997455,0.05900655,0.14124794,0.0,60.549095,67.821754,0.20071925,0.75297636,0.046304367,0.0,43.405296,161.30107
520,5.0,3.9914815,0.89747685,0.030902874,0.0716203,0.0,55.483574,124.78224,0.18412806,0.6907363,0.12513565,0.0,67.32638,158.99934
521,5.0,6.044874,0.91118306,0.02544143,0.06337549,0.0,52.303307,64.743645,0.17795673,0.66758525,0.15445803,0.0,67.88708,150.17262
522,5.0,9.831435,0.8359057,0.07812852,0.085965805,0.0,50.55419,210.36217,0.18085484,0.6784572,0.14068794,0.0,64.998375,144.26497
523,5.0,8.166362,0.8802247,0.027398996,0.09237629,0.0,58.034813,84.2717,0.19466147,0.73025125,0.07508728,0.0,46.629112,156.6482
524,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
525,5.0,3.5613296,0.8870405,0.0025972908,0.11036223,0.0,64.072136,182.05049,0.20016953,0.7509142,0.048916273,0.0,47.90777,145.93863
526,5.0,7.051722,0.8928868,0.030956864,0.076156296,0.0,55.314293,108.67618,0.18030784,0.67640513,0.143287,0.0,65.06463,160.85526
527,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
528,5.0,11.744311,0.8653063,0.052348565,0.08234514,0.0,51.17974,121.16342,0.20130314,0.75516677,0.043530066,0.0,43.774254,154.11238
529,5.0,3.3761253,0.8820381,0.032993406,0.08496846,0.0,47.317314,113.08613,0.19060937,0.7150503,0.09434037,0.0,53.07891,160.4679
530,5.0,5.513592,0.8374167,0.100812286,0.06177103,0.0,46.70278,65.60177,0.19884282,0.74593717,0.055219993,0.0,49.95632,145.1789
531,5.0,8.967846,0.7774558,0.03682162,0.1857226,0.0,66.9493,86.939926,0.19130675,0.71766645,0.09102681,0.0,49.0819,157.41281
532,5.0,13.255586,0.8132211,0.055834305,0.1309446,0.0,63.461143,131.03192,0.18818405,0.7059519,0.105864026,0.0,64.8995,162.8358
533,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
534,5.0,16.508083,0.6514282,0.19772509,0.1508467,0.0,64.15316,109.91085,0.17454074,0.65477055,0.17068869,0.0,73.795494,144.15312
535,5.0,4.027016,0.9401751,0.006603932,0.05322094,0.0,40.429832,83.60371,0.19036978,0.71415144,0.09547877,0.0,54.398003,157.12636
536,5.0,3.3485382,0.8596827,0.06745449,0.07286284,0.0,51.9255,81.78336,0.20108788,0.75435925,0.044552896,0.0,43.14129,148.83183
537,5.0,10.695345,0.836349,0.056857325,0.10679366,0.0,60.32067,90.98625,0.20242217,0.75936466,0.038213175,0.0,34.261223,153.50659
538,5.0,26.223015,0.72586197,0.20753238,0.06660568,0.0,48.82299,108.36757,0.19133054,0.7177557,0.090913795,0.0,60.661522,151.19443
539,5.0,3.5773935,0.8759763,0.036200415,0.08782325,0.0,52.78338,118.65521,0.18658528,0.6999543,0.11346043,0.0,62.37301,150.51102
540,5.0,5.622384,0.9022241,0.005335991,0.09243986,0.0,61.841454,76.965614,0.19723736,0.7399144,0.06284824,0.0,43.55874,154.7017
541,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
542,5.0,3.520194,0.89182746,0.015001154,0.0931714,0.0,52.135124,59.260113,0.17977089,0.67439085,0.14583823,0.0,66.263145,144.59467
543,5.0,6.7552185,0.8048725,0.081385806,0.11374169,0.0,65.967,60.64779,0.18517625,0.69466853,0.120155215,0.0,52.77041,147.90834
544,5.0,11.046775,0.701819,0.18284512,0.115335874,0.0,60.015648,137.63542,0.19297597,0.72392833,0.08309572,0.0,52.022545,157.1123
545,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,5.0,17.842361,0.7643571,0.17576121,0.059881676,0.0,48.866447,102.27741,0.17558327,0.6586815,0.16573524,0.0,64.18984,149.14287
547,5.0,8.878446,0.7166285,0.19498007,0.088391416,0.0,49.846275,147.20998,0.18518838,0.694714,0.12009761,0.0,60.579247,156.98544
548,5.0,4.265113,0.82920146,0.0059721945,0.16482632,0.0,66.13262,91.36033,0.19198665,0.720217,0.08779637,0.0,50.749077,159.3957
549,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,5.0,16.386932,0.78055614,0.1643832,0.055060674,0.0,51.55355,155.45619,0.17883617,0.6708844,0.15027948,0.0,63.210716,161.25838
551,6.0,4.877697,0.8335001,0.053255647,0.11324429,0.0,62.987846,103.90027,0.19450872,0.7296782,0.075813055,0.0,51.83352,172.52925
552,6.0,10.554017,0.80434936,0.12055524,0.07509539,0.0,58.68432,61.346497,0.1631468,0.6120274,0.22482581,0.0,70.75262,187.18408
553,6.0,12.509226,0.7876666,0.15052563,0.061807774,0.0,49.727196,80.14282,0.20515917,0.7696322,0.025208598,0.0,32.779686,171.2016
554,6.0,3.8188312,0.9274663,0.009836613,0.06269711,0.0,52.7228,69.47574,0.19555965,0.7336207,0.07081966,0.0,52.003593,182.6477
